queryItem,queryIndex,stringId,ncbiTaxonId,taxonName,preferredName,annotation,gene_set
PLA2G4F,189,9606.ENSP00000380442,9606,Homo sapiens,PLA2G4F,Cytosolic phospholipase A2 zeta; Calcium-dependent phospholipase A2 that selectively hydrolyzes glycerophospholipids in the sn-2 position. Has higher enzyme activity for phosphatidylethanolamine than phosphatidylcholine (By similarity).,robust_mrna_strict
PLEKHG7,190,9606.ENSP00000492692,9606,Homo sapiens,PLEKHG7,Pleckstrin homology and RhoGEF domain containing G7.,robust_mrna_strict
PLEKHS1,191,9606.ENSP00000358316,9606,Homo sapiens,PLEKHS1,Pleckstrin homology domain containing S1.,robust_mrna_strict
PLLP,192,9606.ENSP00000219207,9606,Homo sapiens,PLLP,"Plasmolipin; Appears to be involved in myelination. Could also participate in ion transport events as addition of plasmolipin to lipid bilayers induces the formation of ion channels, which are voltage-dependent and K(+)-selective (By similarity); Belongs to the MAL family.",robust_mrna_strict
PLN,193,9606.ENSP00000350132,9606,Homo sapiens,PLN,Cardiac phospholamban; Reversibly inhibits the activity of ATP2A2 in cardiac sarcoplasmic reticulum by decreasing the apparent affinity of the ATPase for Ca(2+). Modulates the contractility of the heart muscle in response to physiological stimuli via its effects on ATP2A2. Modulates calcium re-uptake during muscle relaxation and plays an important role in calcium homeostasis in the heart muscle. The degree of ATP2A2 inhibition depends on the oligomeric state of PLN. ATP2A2 inhibition is alleviated by PLN phosphorylation; Belongs to the phospholamban family.,robust_mrna_strict
POSTN,194,9606.ENSP00000369071,9606,Homo sapiens,POSTN,"Periostin; Induces cell attachment and spreading and plays a role in cell adhesion. Enhances incorporation of BMP1 in the fibronectin matrix of connective tissues, and subsequent proteolytic activation of lysyl oxidase LOX (By similarity).",robust_mrna_strict
PPAP2C,195,9606.ENSP00000329697,9606,Homo sapiens,PLPP2,"Phospholipid phosphatase 2; Magnesium-independent phospholipid phosphatase that catalyzes the dephosphorylation of a variety of glycerolipid and sphingolipid phosphate esters including phosphatidate/PA, lysophosphatidate/LPA, sphingosine 1-phosphate/S1P and ceramide 1-phosphate/C1P. Has no apparent extracellular phosphatase activity and therefore most probably acts intracellularly. Also acts on N-oleoyl ethanolamine phosphate/N-(9Z-octadecenoyl)-ethanolamine phosphate, a potential physiological compound. Through dephosphorylation of these bioactive lipid mediators produces new bioactiv [...] ",robust_mrna_strict
PROM1,196,9606.ENSP00000426809,9606,Homo sapiens,PROM1,"Prominin-1; May play a role in cell differentiation, proliferation and apoptosis. Binds cholesterol in cholesterol- containing plasma membrane microdomains and may play a role in the organization of the apical plasma membrane in epithelial cells. During early retinal development acts as a key regulator of disk morphogenesis. Involved in regulation of MAPK and Akt signaling pathways. In neuroblastoma cells suppresses cell differentiation such as neurite outgrowth in a RET-dependent manner.",robust_mrna_strict
PRUNE2,197,9606.ENSP00000365908,9606,Homo sapiens,PRUNE2,"Protein prune homolog 2; May play an important role in regulating differentiation, survival and aggressiveness of the tumor cells.",robust_mrna_strict
PSD3,198,9606.ENSP00000324127,9606,Homo sapiens,PSD3,PH and SEC7 domain-containing protein 3; Guanine nucleotide exchange factor for ARF6.,robust_mrna_strict
PTCHD4,199,9606.ENSP00000341914,9606,Homo sapiens,PTCHD4,"Patched domain-containing protein 4; Could act as a repressor of canonical hedgehog signaling by antagonizing the effects of SMO, as suggested by down-regulation of hedgehog target genes, including GLI1, PTCH1, and PTCH2 in PTCHD4- expressing cells; Belongs to the patched family.",robust_mrna_strict
PTGFRN,200,9606.ENSP00000376899,9606,Homo sapiens,PTGFRN,"Prostaglandin F2 receptor negative regulator; Inhibits the binding of prostaglandin F2-alpha (PGF2-alpha) to its specific FP receptor, by decreasing the receptor number rather than the affinity constant. Functional coupling with the prostaglandin F2-alpha receptor seems to occur (By similarity). In myoblasts, associates with tetraspanins CD9 and CD81 to prevent myotube fusion during muscle regeneration (By similarity).",robust_mrna_strict
PTPRB,201,9606.ENSP00000334928,9606,Homo sapiens,PTPRB,"Receptor-type tyrosine-protein phosphatase beta; Plays an important role in blood vessel remodeling and angiogenesis. Not necessary for the initial formation of blood vessels, but is essential for their maintenance and remodeling. Can induce dephosphorylation of TEK/TIE2, CDH5/VE-cadherin and KDR/VEGFR-2. Regulates angiopoietin-TIE2 signaling in endothelial cells. Acts as a negative regulator of TIE2, and controls TIE2 driven endothelial cell proliferation, which in turn affects blood vessel remodeling during embryonic development and determines blood vessel size during perinatal growt [...] ",robust_mrna_strict
RGCC,202,9606.ENSP00000368664,9606,Homo sapiens,RGCC,Regulator of cell cycle RGCC; Modulates the activity of cell cycle-specific kinases. Enhances CDK1 activity. May contribute to the regulation of the cell cycle. May inhibit growth of glioma cells by promoting arrest of mitotic progression at the G2/M transition. Fibrogenic factor contributing to the pathogenesis of renal fibrosis through fibroblast activation.,robust_mrna_strict
RGS22,203,9606.ENSP00000354109,9606,Homo sapiens,RGS22,Regulator of G-protein signaling 22; Inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits thereby driving them into their inactive GDP-bound form.,robust_mrna_strict
ROPN1L,204,9606.ENSP00000421405,9606,Homo sapiens,ROPN1L,"Ropporin-1-like protein; Important for male fertility. With ROPN1, involved in fibrous sheath integrity and sperm motility, plays a role in PKA-dependent signaling processes required for spermatozoa capacitation.",robust_mrna_strict
RPGRIP1L,205,9606.ENSP00000493946,9606,Homo sapiens,RPGRIP1L,"Protein fantom; Negatively regulates signaling through the G-protein coupled thromboxane A2 receptor (TBXA2R). May be involved in mechanisms like programmed cell death, craniofacial development, patterning of the limbs, and formation of the left-right axis (By similarity). Involved in the organization of apical junctions; the function is proposed to implicate a NPHP1-4-8 module. Does not seem to be strictly required for ciliogenesis. Involved in establishment of planar cell polarity such as in cochlear sensory epithelium and is proposed to implicate stabilization of disheveled proteins [...] ",robust_mrna_strict
RSPH1,206,9606.ENSP00000291536,9606,Homo sapiens,RSPH1,Radial spoke head 1 homolog; May play an important role in male meiosis (By similarity). It is necessary for proper building of the axonemal central pair and radial spokes.,robust_mrna_strict
RSPH10B2,207,9606.ENSP00000384766,9606,Homo sapiens,RSPH10B2,Radial spoke head 10 homolog B2.,robust_mrna_strict
RSPH4A,208,9606.ENSP00000229554,9606,Homo sapiens,RSPH4A,"Radial spoke head protein 4 homolog A; Probable component of the axonemal radial spoke head. Radial spokes are regularly spaced along cilia, sperm and flagella axonemes. They consist of a thin stalk which is attached to a subfiber of the outer doublet microtubule, and a bulbous head which is attached to the stalk and appears to interact with the projections from the central pair of microtubules.",robust_mrna_strict
RTKN2,209,9606.ENSP00000362894,9606,Homo sapiens,RTKN2,Rhotekin-2; May play an important role in lymphopoiesis.,robust_mrna_strict
RXFP1,210,9606.ENSP00000405841,9606,Homo sapiens,RXFP1,Relaxin receptor 1; Receptor for relaxins. The activity of this receptor is mediated by G proteins leading to stimulation of adenylate cyclase and an increase of cAMP. Binding of the ligand may also activate a tyrosine kinase pathway that inhibits the activity of a phosphodiesterase that degrades cAMP; Belongs to the G-protein coupled receptor 1 family.,robust_mrna_strict
S100A12,211,9606.ENSP00000357726,9606,Homo sapiens,S100A12,"Protein S100-A12; S100A12 is a calcium-, zinc- and copper-binding protein which plays a prominent role in the regulation of inflammatory processes and immune response. Its proinflammatory activity involves recruitment of leukocytes, promotion of cytokine and chemokine production, and regulation of leukocyte adhesion and migration. Acts as an alarmin or a danger associated molecular pattern (DAMP) molecule and stimulates innate immune cells via binding to receptor for advanced glycation endproducts (AGER). Binding to AGER activates the MAP-kinase and NF- kappa-B signaling pathways leadi [...] ",robust_mrna_strict
S100A8,212,9606.ENSP00000357721,9606,Homo sapiens,S100A8,"Protein S100-A8; S100A8 is a calcium- and zinc-binding protein which plays a prominent role in the regulation of inflammatory processes and immune response. It can induce neutrophil chemotaxis and adhesion. Predominantly found as calprotectin (S100A8/A9) which has a wide plethora of intra- and extracellular functions. The intracellular functions include: facilitating leukocyte arachidonic acid trafficking and metabolism, modulation of the tubulin-dependent cytoskeleton during migration of phagocytes and activation of the neutrophilic NADPH- oxidase. Activates NADPH-oxidase by facilitat [...] ",robust_mrna_strict
S1PR1,213,9606.ENSP00000305416,9606,Homo sapiens,S1PR1,"Sphingosine 1-phosphate receptor 1; G-protein coupled receptor for the bioactive lysosphingolipid sphingosine 1-phosphate (S1P) that seems to be coupled to the G(i) subclass of heteromeric G proteins. Signaling leads to the activation of RAC1, SRC, PTK2/FAK1 and MAP kinases. Plays an important role in cell migration, probably via its role in the reorganization of the actin cytoskeleton and the formation of lamellipodia in response to stimuli that increase the activity of the sphingosine kinase SPHK1. Required for normal chemotaxis toward sphingosine 1-phosphate. Required for normal emb [...] ",robust_mrna_strict
SCGB3A1,214,9606.ENSP00000292641,9606,Homo sapiens,SCGB3A1,Secretoglobin family 3A member 1; Secreted cytokine-like protein. Inhibits cell growth in vitro; Belongs to the secretoglobin family. UGRP subfamily.,robust_mrna_strict
SCN1A,215,9606.ENSP00000303540,9606,Homo sapiens,SCN1A,"Sodium channel protein type 1 subunit alpha; Mediates the voltage-dependent sodium ion permeability of excitable membranes. Assuming opened or closed conformations in response to the voltage difference across the membrane, the protein forms a sodium-selective channel through which Na(+) ions may pass in accordance with their electrochemical gradient. Plays a key role in brain, probably by regulating the moment when neurotransmitters are released in neurons. Involved in sensory perception of mechanical pain: activation in somatosensory neurons induces pain without neurogenic inflammatio [...] ",robust_mrna_strict
SERPINB3,216,9606.ENSP00000283752,9606,Homo sapiens,SERPINB3,Serpin B3; May act as a papain-like cysteine protease inhibitor to modulate the host immune response against tumor cells. Also functions as an inhibitor of UV-induced apoptosis via suppression of the activity of c-Jun NH(2)-terminal kinase (JNK1).,robust_mrna_strict
SERPINB5,217,9606.ENSP00000372221,9606,Homo sapiens,SERPINB5,"Serpin B5; Tumor suppressor. It blocks the growth, invasion, and metastatic properties of mammary tumors. As it does not undergo the S (stressed) to R (relaxed) conformational transition characteristic of active serpins, it exhibits no serine protease inhibitory activity; Belongs to the serpin family. Ov-serpin subfamily.",robust_mrna_strict
SERPIND1,218,9606.ENSP00000215727,9606,Homo sapiens,SERPIND1,"Heparin cofactor 2; Thrombin inhibitor activated by the glycosaminoglycans, heparin or dermatan sulfate. In the presence of the latter, HC-II becomes the predominant thrombin inhibitor in place of antithrombin III (AT-III). Also inhibits chymotrypsin, but in a glycosaminoglycan- independent manner; Belongs to the serpin family.",robust_mrna_strict
SERPINI2,219,9606.ENSP00000481699,9606,Homo sapiens,SERPINI2,Serpin family I member 2.,robust_mrna_strict
SFRP2,220,9606.ENSP00000274063,9606,Homo sapiens,SFRP2,Secreted frizzled-related protein 2; Soluble frizzled-related proteins (sFRPS) function as modulators of Wnt signaling through direct interaction with Wnts. They have a role in regulating cell growth and differentiation in specific cell types. SFRP2 may be important for eye retinal development and for myogenesis.,robust_mrna_strict
SFRP4,221,9606.ENSP00000410715,9606,Homo sapiens,SFRP4,Secreted frizzled-related protein 4; Soluble frizzled-related proteins (sFRPS) function as modulators of Wnt signaling through direct interaction with Wnts. They have a role in regulating cell growth and differentiation in specific cell types (By similarity). SFRP4 plays a role in bone morphogenesis. May also act as a regulator of adult uterine morphology and function. May also increase apoptosis during ovulation possibly through modulation of FZ1/FZ4/WNT4 signaling (By similarity). Has phosphaturic effects by specifically inhibiting sodium-dependent phosphate uptake.,robust_mrna_strict
SFTA2,222,9606.ENSP00000351989,9606,Homo sapiens,SFTA2,Surfactant-associated protein 2; Putative surfactant protein.,robust_mrna_strict
SIX1,223,9606.ENSP00000494686,9606,Homo sapiens,SIX1,"Homeobox protein SIX1; Transcription factor that is involved in the regulation of cell proliferation, apoptosis and embryonic development. Plays an important role in the development of several organs, including kidney, muscle and inner ear. Depending on context, functions as transcriptional repressor or activator. Lacks an activation domain, and requires interaction with EYA family members for transcription activation. Mediates nuclear translocation of EYA1 and EYA2. Binds the 5'-TCA[AG][AG]TTNC-3' motif present in the MEF3 element in the MYOG promoter. Regulates the expression of nume [...] ",robust_mrna_strict
SIX4,224,9606.ENSP00000216513,9606,Homo sapiens,SIX4,"Homeobox protein SIX4; Transcriptional regulator which can act as both a transcriptional repressor and activator by binding a DNA sequence on these target genes and is involved in processes like cell differentiation, cell migration and cell survival. Transactivates gene expression by binding a 5'-[CAT]A[CT][CT][CTG]GA[GAT]-3' motif present in the Trex site and a 5'-TCA[AG][AG]TTNC-3' motif present in the MEF3 site of the muscle-specific genes enhancer. Acts cooperatively with EYA proteins to transactivate their target genes through interaction and nuclear translocation of EYA protein.  [...] ",robust_mrna_strict
SLAMF7,225,9606.ENSP00000357022,9606,Homo sapiens,SLAMF7,"SLAM family member 7; Self-ligand receptor of the signaling lymphocytic activation molecule (SLAM) family. SLAM receptors triggered by homo- or heterotypic cell-cell interactions are modulating the activation and differentiation of a wide variety of immune cells and thus are involved in the regulation and interconnection of both innate and adaptive immune response. Activities are controlled by presence or absence of small cytoplasmic adapter proteins, SH2D1A/SAP and/or SH2D1B/EAT-2. Isoform 1 mediates NK cell activation through a SH2D1A-independent extracellular signal-regulated ERK-me [...] ",robust_mrna_strict
SLC19A3,226,9606.ENSP00000495385,9606,Homo sapiens,SLC19A3,"Thiamine transporter 2; Mediates high affinity thiamine uptake, probably via a proton anti-port mechanism. Has no folate transport activity. Belongs to the reduced folate carrier (RFC) transporter (TC 2.A.48) family.",robust_mrna_strict
SLC27A2,227,9606.ENSP00000267842,9606,Homo sapiens,SLC27A2,"Very long-chain acyl-CoA synthetase; Acyl CoA synthetase that activates long-chain and very long- chain fatty acids (VLCFAs) by catalyzing the formation of fatty acyl- CoA. Can also activate branched-chain fatty acids such as phytanic acid and pristanic acid. Does not activate C24 bile acids, cholate and chenodeoxycholate. In vitro, activates 3-alpha,7- alpha,12-alpha-trihydroxy-5-beta-cholestanate (THCA), the C27 precursor of cholic acid deriving from the de novo synthesis from cholesterol. Exhibits long-chain fatty acids (LCFA) transport activity and plays an important role in hepati [...] ",robust_mrna_strict
SLC39A8,228,9606.ENSP00000378310,9606,Homo sapiens,SLC39A8,Zinc transporter ZIP8; Acts as a manganese and zinc influx transporter. Plays a role in manganese reabsorption in the proximal tubule of the kidney and in manganese uptake into the brain ; Belongs to the ZIP transporter (TC 2.A.5) family.,robust_mrna_strict
SLC44A4,229,9606.ENSP00000229729,9606,Homo sapiens,SLC44A4,"Choline transporter-like protein 4; Choline transporter that plays a role in the choline- acetylcholine system and is required to the efferent innervation of hair cells in the olivocochlear bundle for the maintenance of physiological function of outer hair cells and the protection of hair cells from acoustic injury (By similarity). Also described as a thiamine pyrophosphate transporter in colon, may mediate the absorption of microbiota- generated thiamine pyrophosphate and contribute to host thiamine (vitamin B1) homeostasis.",robust_mrna_strict
SLC6A4,230,9606.ENSP00000261707,9606,Homo sapiens,SLC6A4,Sodium-dependent serotonin transporter; Serotonin transporter whose primary function in the central nervous system involves the regulation of serotonergic signaling via transport of serotonin molecules from the synaptic cleft back into the pre-synaptic terminal for re-utilization. Plays a key role in mediating regulation of the availability of serotonin to other receptors of serotonergic systems. Terminates the action of serotonin and recycles it in a sodium-dependent manner.,robust_mrna_strict
SLCO2A1,231,9606.ENSP00000311291,9606,Homo sapiens,SLCO2A1,"Solute carrier organic anion transporter family member 2A1; May mediate the release of newly synthesized prostaglandins from cells, the transepithelial transport of prostaglandins, and the clearance of prostaglandins from the circulation. Transports PGD2, as well as PGE1, PGE2 and PGF2A; Belongs to the organo anion transporter (TC 2.A.60) family.",robust_mrna_strict
SLCO4A1,232,9606.ENSP00000217159,9606,Homo sapiens,SLCO4A1,"Solute carrier organic anion transporter family member 4A1; Mediates the Na(+)-independent transport of organic anions such as the thyroid hormones T3 (triiodo-L-thyronine), T4 (thyroxine) and rT3, and of estrone-3-sulfate and taurocholate; Belongs to the organo anion transporter (TC 2.A.60) family.",robust_mrna_strict
SLN,233,9606.ENSP00000435380,9606,Homo sapiens,SLN,"Sarcolipin; Reversibly inhibits the activity of ATP2A1 in sarcoplasmic reticulum by decreasing the apparent affinity of the ATPase for Ca(2+). Modulates calcium re-uptake during muscle relaxation and plays an important role in calcium homeostasis in muscle. Required for muscle- based, non-shivering thermogenesis (By similarity). Belongs to the sarcolipin family.",robust_mrna_strict
SMAD6,234,9606.ENSP00000288840,9606,Homo sapiens,SMAD6,"Mothers against decapentaplegic homolog 6; Acts as a mediator of TGF-beta and BMP antiflammatory activity. Suppresses IL1R-TLR signaling through its direct interaction with PEL1, preventing NF-kappa-B activation, nuclear transport and NF- kappa-B-mediated expression of proinflammatory genes. May block the BMP-SMAD1 signaling pathway by competing with SMAD4 for receptor- activated SMAD1-binding. Binds to regulatory elements in target promoter regions.",robust_mrna_strict
SNTN,235,9606.ENSP00000341442,9606,Homo sapiens,SNTN,Sentan; May be a component of the linker structure that bridges the ciliary membrane and peripheral singlet microtubules.,robust_mrna_strict
SOX2,236,9606.ENSP00000323588,9606,Homo sapiens,SOX2,"Transcription factor SOX-2; Transcription factor that forms a trimeric complex with OCT4 on DNA and controls the expression of a number of genes involved in embryonic development such as YES1, FGF4, UTF1 and ZFP206 (By similarity). Binds to the proximal enhancer region of NANOG (By similarity). Critical for early embryogenesis and for embryonic stem cell pluripotency. Downstream SRRT target that mediates the promotion of neural stem cell self-renewal (By similarity). Keeps neural cells undifferentiated by counteracting the activity of proneural proteins and suppresses neuronal differen [...] ",robust_mrna_strict
SPAG17,237,9606.ENSP00000337804,9606,Homo sapiens,SPAG17,"Sperm-associated antigen 17; Component of the central pair apparatus of ciliary axonemes. Plays a critical role in the function and structure of motile cilia. May play a role in endochondral bone formation, most likely because of a function in primary cilia of chondrocytes and osteoblasts.",robust_mrna_strict
SPAG6,238,9606.ENSP00000365811,9606,Homo sapiens,SPAG6,Sperm-associated antigen 6; Important for structural integrity of the central apparatus in the sperm tail and for flagellar motility.,robust_mrna_strict
SPATA17,239,9606.ENSP00000355900,9606,Homo sapiens,SPATA17,Spermatogenesis-associated protein 17; Spermatogenesis associated 17.,robust_mrna_strict
SPATA18,240,9606.ENSP00000295213,9606,Homo sapiens,SPATA18,"Mitochondria-eating protein; Key regulator of mitochondrial quality that mediates the repairing or degradation of unhealthy mitochondria in response to mitochondrial damage. Mediator of mitochondrial protein catabolic process (also named MALM) by mediating the degradation of damaged proteins inside mitochondria by promoting the accumulation in the mitochondrial matrix of hydrolases that are characteristic of the lysosomal lumen. Also involved in mitochondrion degradation of damaged mitochondria by promoting the formation of vacuole-like structures (named MIV), which engulf and degrade  [...] ",robust_mrna_strict
SPP1,241,9606.ENSP00000378517,9606,Homo sapiens,SPP1,Osteopontin; Binds tightly to hydroxyapatite. Appears to form an integral part of the mineralized matrix. Probably important to cell-matrix interaction.,robust_mrna_strict
ST6GALNAC1,242,9606.ENSP00000156626,9606,Homo sapiens,ST6GALNAC1,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1.",robust_mrna_strict
STOML3,243,9606.ENSP00000368952,9606,Homo sapiens,STOML3,Stomatin-like protein 3; Required for the function of many mechanoreceptors. Modulate mechanotransduction channels and acid-sensing ion channels (ASIC) proteins. Potentiates PIEZO1 and PIEZO2 function by increasing their sensitivity to mechanical stimulations; Belongs to the band 7/mec-2 family.,robust_mrna_strict
STOX1,244,9606.ENSP00000298596,9606,Homo sapiens,STOX1,Storkhead-box protein 1; Involved in regulating the levels of reactive oxidative species and reactive nitrogen species and in mitochondrial homeostasis in the placenta. Required for regulation of inner ear epithelial cell proliferation via the AKT signaling pathway (By similarity).,robust_mrna_strict
SULF1,245,9606.ENSP00000260128,9606,Homo sapiens,SULF1,"Extracellular sulfatase Sulf-1; Exhibits arylsulfatase activity and highly specific endoglucosamine-6-sulfatase activity. It can remove sulfate from the C- 6 position of glucosamine within specific subregions of intact heparin. Diminishes HSPG (heparan sulfate proteoglycans) sulfation, inhibits signaling by heparin-dependent growth factors, diminishes proliferation, and facilitates apoptosis in response to exogenous stimulation.",robust_mrna_strict
SYNPO2,246,9606.ENSP00000306015,9606,Homo sapiens,SYNPO2,Synaptopodin-2; Has an actin-binding and actin-bundling activity. Can induce the formation of F-actin networks in an isoform-specific manner. At the sarcomeric Z lines is proposed to act as adapter protein that links nascent myofibers to the sarcolemma via ZYX and may play a role in early assembly and stabilization of the Z lines. Involved in autophagosome formation. May play a role in chaperone-assisted selective autophagy (CASA) involved in Z lines maintenance in striated muscle under mechanical tension; may link the client-processing CASA chaperone machinery to a membrane- tethering [...] ,robust_mrna_strict
SYTL2,247,9606.ENSP00000318803,9606,Homo sapiens,SYTL2,"Synaptotagmin-like protein 2; Isoform 1 acts as a RAB27A effector protein and plays a role in cytotoxic granule exocytosis in lymphocytes. It is required for cytotoxic granule docking at the immunologic synapse. Isoform 4 binds phosphatidylserine (PS) and phosphatidylinositol-4,5-bisphosphate (PIP2) and promotes the recruitment of glucagon-containing granules to the cell membrane in pancreatic alpha cells. Binding to PS is inhibited by Ca(2+) while binding to PIP2 is Ca(2+) insensitive.",robust_mrna_strict
TDO2,248,9606.ENSP00000444788,9606,Homo sapiens,TDO2,"Tryptophan 2,3-dioxygenase; Heme-dependent dioxygenase that catalyzes the oxidative cleavage of the L-tryptophan (L-Trp) pyrrole ring and converts L- tryptophan to N-formyl-L-kynurenine. Catalyzes the oxidative cleavage of the indole moiety.",robust_mrna_strict
TEKT1,249,9606.ENSP00000341346,9606,Homo sapiens,TEKT1,Tektin-1; Structural component of ciliary and flagellar microtubules. Forms filamentous polymers in the walls of ciliary and flagellar microtubules; Belongs to the tektin family.,robust_mrna_strict
TEX9,250,9606.ENSP00000342169,9606,Homo sapiens,TEX9,Testis-expressed protein 9; Testis expressed 9.,robust_mrna_strict
TGFB3,251,9606.ENSP00000238682,9606,Homo sapiens,TGFB3,"Transforming growth factor beta-3 proprotein; Transforming growth factor beta-3 proprotein: Precursor of the Latency-associated peptide (LAP) and Transforming growth factor beta-3 (TGF-beta-3) chains, which constitute the regulatory and active subunit of TGF-beta-3, respectively. Transforming growth factor beta-3: Multifunctional protein that regulates embryogenesis and cell differentiation and is required in various processes such as secondary palate development (By similarity). Activation into mature form follows different steps: following cleavage of the proprotein in the Golgi appa [...] ",robust_mrna_strict
THY1,252,9606.ENSP00000284240,9606,Homo sapiens,THY1,Thy-1 membrane glycoprotein; May play a role in cell-cell or cell-ligand interactions during synaptogenesis and other events in the brain.,robust_mrna_strict
TMEM100,253,9606.ENSP00000465638,9606,Homo sapiens,TMEM100,"Transmembrane protein 100; Plays a role during embryonic arterial endothelium differentiation and vascular morphogenesis through the ACVRL1 receptor- dependent signaling pathway upon stimulation by bone morphogenetic proteins, such as GDF2/BMP9 and BMP10. Involved in the regulation of nociception, acting as a modulator of the interaction between TRPA1 and TRPV1, two molecular sensors and mediators of pain signals in dorsal root ganglia (DRG) neurons. Mechanistically, it weakens their interaction, thereby releasing the inhibition of TRPA1 by TRPV1 and increasing the single-channel open  [...] ",robust_mrna_strict
TMEM232,254,9606.ENSP00000401477,9606,Homo sapiens,TMEM232,Transmembrane protein 232.,robust_mrna_strict
TMEM45A,255,9606.ENSP00000385089,9606,Homo sapiens,TMEM45A,Transmembrane protein 45A.,robust_mrna_strict
TMPRSS4,256,9606.ENSP00000416037,9606,Homo sapiens,TMPRSS4,Transmembrane protease serine 4; Probable protease. Seems to be capable of activating ENaC (By similarity).,robust_mrna_strict
TNC,257,9606.ENSP00000265131,9606,Homo sapiens,TNC,"Tenascin; Extracellular matrix protein implicated in guidance of migrating neurons as well as axons during development, synaptic plasticity as well as neuronal regeneration. Promotes neurite outgrowth from cortical neurons grown on a monolayer of astrocytes. Ligand for integrins alpha-8/beta-1, alpha-9/beta-1, alpha-V/beta-3 and alpha- V/beta-6. In tumors, stimulates angiogenesis by elongation, migration and sprouting of endothelial cells.",robust_mrna_strict
TP63,258,9606.ENSP00000264731,9606,Homo sapiens,TP63,Tumor protein 63; Acts as a sequence specific DNA binding transcriptional activator or repressor. The isoforms contain a varying set of transactivation and auto-regulating transactivation inhibiting domains thus showing an isoform specific activity. Isoform 2 activates RIPK4 transcription. May be required in conjunction with TP73/p73 for initiation of p53/TP53 dependent apoptosis in response to genotoxic insults and the presence of activated oncogenes. Involved in Notch signaling by probably inducing JAG1 and JAG2. Plays a role in the regulation of epithelial morphogenesis. The ratio o [...] ,robust_mrna_strict
TRIM2,259,9606.ENSP00000339659,9606,Homo sapiens,TRIM2,Tripartite motif-containing protein 2; UBE2D1-dependent E3 ubiquitin-protein ligase that mediates the ubiquitination of NEFL and of phosphorylated BCL2L11. Plays a neuroprotective function. May play a role in neuronal rapid ischemic tolerance; Belongs to the TRIM/RBCC family.,robust_mrna_strict
TRIM29,260,9606.ENSP00000343129,9606,Homo sapiens,TRIM29,"Tripartite motif-containing protein 29; Plays a crucial role in the regulation of macrophage activation in response to viral or bacterial infections within the respiratory tract. Mechanistically, TRIM29 interacts with IKBKG/NEMO in the lysosome where it induces its 'Lys-48' ubiquitination and subsequent degradation. In turn, the expression of type I interferons and the production of proinflammatory cytokines are inhibited. Additionally, induces the 'Lys-48' ubiquitination of STING1 in a similar way, leading to its degradation.",robust_mrna_strict
TSPAN1,261,9606.ENSP00000361072,9606,Homo sapiens,TSPAN1,Tetraspanin-1; Tetraspanin 1.,robust_mrna_strict
TTC25,262,9606.ENSP00000478589,9606,Homo sapiens,TTC25,"Tetratricopeptide repeat protein 25; Required for the docking of the outer dynein arm to cilia, hence plays an essential role in cilia motility.",robust_mrna_strict
UBXN10,263,9606.ENSP00000364240,9606,Homo sapiens,UBXN10,UBX domain-containing protein 10; VCP/p97-binding protein required for ciliogenesis. Acts as a tethering factor that facilitates recruitment of VCP/p97 to the intraflagellar transport complex B (IFT- B) in cilia. UBX domain-containing proteins act as tethering factors for VCP/p97 and may specify substrate specificity of VCP/p97 ; Belongs to the UBXN10 family.,robust_mrna_strict
UGT1A1,264,9606.ENSP00000304845,9606,Homo sapiens,UGT1A1,"UDP-glucuronosyltransferase 1-1; UDPGT is of major importance in the conjugation and subsequent elimination of potentially toxic xenobiotics and endogenous compounds. This isoform glucuronidates bilirubin IX-alpha to form both the IX-alpha-C8 and IX-alpha-C12 monoconjugates and diconjugate. Is also able to catalyze the glucuronidation of 17beta-estradiol, 17alpha- ethinylestradiol, 1-hydroxypyrene, 4-methylumbelliferone, 1-naphthol, paranitrophenol, scopoletin, and umbelliferone. Isoform 2 lacks transferase activity but acts as a negative regulator of isoform 1. Belongs to the UDP-glyc [...] ",robust_mrna_strict
VCAM1,265,9606.ENSP00000294728,9606,Homo sapiens,VCAM1,"Vascular cell adhesion protein 1; Important in cell-cell recognition. Appears to function in leukocyte-endothelial cell adhesion. Interacts with integrin alpha- 4/beta-1 (ITGA4/ITGB1) on leukocytes, and mediates both adhesion and signal transduction. The VCAM1/ITGA4/ITGB1 interaction may play a pathophysiologic role both in immune responses and in leukocyte emigration to sites of inflammation.",robust_mrna_strict
VIPR1,266,9606.ENSP00000327246,9606,Homo sapiens,VIPR1,Vasoactive intestinal polypeptide receptor 1; This is a receptor for VIP. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase. The affinity is VIP = PACAP-27 > PACAP-38.,robust_mrna_strict
VSIG1,267,9606.ENSP00000402219,9606,Homo sapiens,VSIG1,V-set and immunoglobulin domain containing 1.,robust_mrna_strict
VTCN1,268,9606.ENSP00000358470,9606,Homo sapiens,VTCN1,"V-set domain-containing T-cell activation inhibitor 1; Negatively regulates T-cell-mediated immune response by inhibiting T-cell activation, proliferation, cytokine production and development of cytotoxicity. When expressed on the cell surface of tumor macrophages, plays an important role, together with regulatory T- cells (Treg), in the suppression of tumor-associated antigen-specific T-cell immunity. Involved in promoting epithelial cell transformation.",robust_mrna_strict
VWA3B,269,9606.ENSP00000417955,9606,Homo sapiens,VWA3B,Von Willebrand factor A domain containing 3B.,robust_mrna_strict
